ChipID,Event,Layer,Quadrant,X,Y,ToF,Energy,Col,Row,ToT,ToH,Twait
10,1498719,1,1,-8.2571,-4.0916,0,1.5075,3,11,2,74935900,85900.0
15,1498967,1,1,1.5624,4.4665,0,1.7549,23,28,2,74948300,12400.0
10,1501375,1,1,-9.3149,-8.4347,0,1.1345,1,3,2,75068700,120400.0
7,1505871,1,1,3.8074,-5.2257,0,1.9455,27,9,2,75293500,224800.0
18,1507376,1,1,-5.0954,5.1226,0,1.1228,9,30,2,75368750,75250.0
0,1511065,1,1,-9.5465,-7.2285,0,1.1416,0,5,2,75553200,184450.0
14,1512966,1,1,-7.7523,6.8568,0,1.0458,4,33,2,75648250,95050.0
15,1513482,1,1,-8.6564,-7.48,0,1.964,2,5,2,75674050,25800.0
17,1518232,1,1,3.6042,-7.2191,0,1.2791,27,5,2,75911550,237500.0
1,1519467,1,1,-9.4005,-4.1982,0,1.8837,1,11,2,75973300,61750.0
4,1519740,1,1,3.0541,-8.9606,0,1.6513,26,2,2,75986950,13650.0
4,1522981,1,1,5.9262,-2.4652,0,1.838,31,15,2,76149000,162050.0
1,1523400,1,1,-1.5147,-9.6252,0,1.831,16,0,2,76169950,20950.0
8,1526321,1,1,-0.2757,-1.2717,0,1.8711,19,17,2,76316000,146050.0
10,1534451,1,1,4.3654,1.7763,0,1.3269,28,23,2,76722500,406500.0
6,1542655,1,1,-5.2605,-0.6254,0,1.7843,9,18,2,77132700,410200.0
0,1543276,1,1,0.7279,-9.3013,0,1.3083,21,1,2,77163750,31050.0
13,1547684,1,1,-1.2669,0.4121,0,1.4415,17,20,2,77384150,220400.0
0,1548414,1,1,4.8976,-7.8189,0,1.4583,29,4,2,77420650,36500.0
7,1550780,1,1,5.0031,-8.5351,0,1.8227,30,2,2,77538950,118300.0
2,1553205,1,1,-1.3794,-0.5815,0,1.9912,17,18,2,77660200,121250.0
18,1553921,1,1,7.1488,-6.0845,0,1.7213,34,7,2,77696000,35800.0
2,1560375,1,1,-2.6227,0.2716,0,1.945,14,20,2,78018700,322700.0
19,1561631,1,1,-0.2439,-0.7509,0,1.0064,19,18,2,78081500,62800.0
12,1565677,1,1,-5.6288,-4.6774,0,1.8759,8,10,2,78283800,202300.0
14,1566230,1,1,7.6914,4.9653,0,1.8942,35,29,2,78311450,27650.0
1,1566335,1,1,-4.4315,-0.4637,0,1.2593,11,19,2,78316700,5250.0
13,1569041,1,1,1.2114,3.2442,0,1.3662,22,26,2,78452000,135300.0
14,1569109,1,1,2.9716,4.6305,0,1.9143,25,29,2,78455400,3400.0
3,1569515,1,1,-0.5046,6.6421,0,1.3975,18,33,2,78475700,20300.0
2,1587084,1,1,-3.3638,3.5169,0,1.0343,13,27,2,79354150,878450.0
6,1591356,1,1,5.7398,-1.0276,0,1.373,31,17,2,79567750,213600.0
8,1591758,1,1,-3.4584,-6.3519,0,1.7088,13,7,2,79587850,20100.0
12,1593526,1,1,4.8732,6.7953,0,1.265,29,33,2,79676250,88400.0
13,1604362,1,1,5.3014,-8.0125,0,1.2132,30,3,2,80218050,541800.0
5,1604717,1,1,6.4158,-7.3479,0,1.9118,32,5,2,80235800,17750.0
0,1606948,1,1,-5.0364,6.8281,0,1.4796,9,33,2,80347350,111550.0
14,1610764,1,1,-7.4253,-1.5738,0,1.0729,5,16,2,80538150,190800.0
6,1622580,1,1,-9.2903,-0.802,0,1.567,1,18,2,81128950,590800.0
3,1627975,1,1,2.2743,5.9266,0,1.4152,24,31,2,81398700,269750.0
16,1632590,1,1,1.2782,-2.3933,0,1.3971,22,15,2,81629450,230750.0
4,1637899,1,1,-8.185,0.2071,0,1.6779,3,20,2,81894900,265450.0
1,1643229,1,1,-6.2149,-0.7917,0,1.382,7,18,2,82161400,266500.0
16,1654909,1,1,-3.5767,2.5618,0,1.6391,12,25,2,82745400,584000.0
6,1660195,1,1,-2.869,-6.4135,0,1.4674,14,7,2,83009700,264300.0
3,1660419,1,1,-6.4386,-7.4718,0,1.3105,7,5,2,83020900,11200.0
7,1670759,1,1,-6.4814,-9.0589,0,1.5941,7,1,2,83537900,517000.0
17,1672173,1,1,-3.5427,-4.9239,0,1.0064,12,10,2,83608600,70700.0
4,1674661,1,1,7.9766,-7.8395,0,1.9747,35,4,2,83733000,124400.0
15,1676207,1,1,-1.5252,2.3451,0,1.0968,16,24,2,83810300,77300.0
3,1676968,1,1,7.1233,6.074,0,1.1137,34,32,2,83848350,38050.0
7,1686557,1,1,6.2064,-8.4295,0,1.4809,32,3,2,84327800,479450.0
6,1692163,1,1,5.7464,6.8245,0,1.9695,31,33,2,84608100,280300.0
12,1701630,1,1,-5.2478,5.5984,0,1.1248,9,31,2,85081450,473350.0
3,1702967,1,1,-3.2035,-4.0072,0,1.8931,13,11,2,85148300,66850.0
6,1703177,1,1,-4.9367,-6.4712,0,1.3486,10,7,2,85158800,10500.0
15,1704787,1,1,0.0991,6.2983,0,1.2576,20,32,2,85239300,80500.0
9,1708291,1,1,-6.9465,-9.279,0,1.7408,6,1,2,85414500,175200.0
13,1709142,1,1,3.2374,-4.628,0,1.5511,26,10,2,85457050,42550.0
2,1712120,1,1,-3.5595,-3.5265,0,1.0495,12,12,2,85605950,148900.0
19,1716932,1,1,-5.3809,5.4733,0,1.3077,9,30,2,85846550,240600.0
3,1723413,1,1,7.7172,3.7331,0,1.5756,35,27,2,86170600,324050.0
13,1733455,1,1,-4.0798,-4.5632,0,1.4242,11,10,2,86672700,502100.0
0,1739841,1,1,-0.1029,-0.8131,0,1.4844,19,18,2,86992000,319300.0
1,1740658,1,1,-7.908,-9.4208,0,1.3325,4,1,2,87032850,40850.0
7,1745352,1,1,3.2739,3.542,0,1.0467,26,27,2,87267550,234700.0
19,1751300,1,1,0.5277,-6.314,0,1.1276,21,7,2,87564950,297400.0
11,1759508,1,1,3.4528,5.2483,0,1.5206,26,30,2,87975350,410400.0
12,1763250,1,1,6.6223,-4.3406,0,1.6072,33,11,2,88162450,187100.0
5,1765865,1,1,-3.7689,1.2135,0,1.9884,12,22,2,88293200,130750.0
12,1766604,1,1,-9.1132,-9.4785,0,1.1933,1,1,2,88330150,36950.0
7,1768954,1,1,-2.218,-1.5239,0,1.652,15,16,2,88447650,117500.0
8,1769288,1,1,5.7653,6.1614,0,1.9905,31,32,2,88464350,16700.0
3,1771809,1,1,3.0477,-7.5938,0,1.8282,26,4,2,88590400,126050.0
4,1774205,1,1,-8.9383,4.3669,0,1.7417,2,28,2,88710200,119800.0
19,1774440,1,1,-6.1044,-6.7401,0,1.3895,7,6,2,88721950,11750.0
7,1774634,1,1,3.2253,-8.1165,0,1.1749,26,3,2,88731650,9700.0
5,1785461,1,1,-9.7124,-9.6841,0,1.3657,0,0,2,89273000,541350.0
0,1788169,1,1,-0.3693,-4.0105,0,1.0343,19,11,2,89408400,135400.0
9,1788633,1,1,-1.7118,-2.9374,0,1.0998,16,14,2,89431600,23200.0
12,1788732,1,1,0.0161,-4.7422,0,1.9612,20,10,2,89436550,4950.0
17,1788917,1,1,4.0581,3.7113,0,1.4991,28,27,2,89445800,9250.0
3,1789137,1,1,5.2188,-0.8881,0,1.4571,30,18,2,89456800,11000.0
9,1789263,1,1,-6.7913,-7.7494,0,1.4806,6,4,2,89463100,6300.0
9,1790922,1,1,-1.6025,-9.8128,0,1.7834,16,0,2,89546050,82950.0
7,1792558,1,1,-3.7375,0.3863,0,1.851,12,20,2,89627850,81800.0
15,1792929,1,1,-4.9398,-9.0826,0,1.7832,10,1,2,89646400,18550.0
17,1795002,1,1,6.6344,5.2646,0,1.5148,33,30,2,89750050,103650.0
8,1797547,1,1,-2.1322,-5.8349,0,1.1317,15,8,2,89877300,127250.0
2,1808345,1,1,6.9876,3.6161,0,1.7233,33,27,2,90417200,539900.0
3,1808416,1,1,-9.1131,-5.8658,0,1.3909,1,8,2,90420750,3550.0
8,1813713,1,1,-5.5078,4.7509,0,1.5676,8,29,2,90685600,264850.0
16,1818952,1,1,-6.2038,-2.3577,0,1.242,7,15,2,90947550,261950.0
17,1825120,1,1,7.7659,-9.1333,0,1.1364,35,1,2,91255950,308400.0
9,1834628,1,1,-1.7193,-8.7601,0,1.0139,16,2,2,91731350,475400.0
11,1841118,1,1,2.3007,2.9633,0,1.4298,24,25,2,92055850,324500.0
3,1841487,1,1,4.7756,0.8946,0,1.6526,29,21,2,92074300,18450.0
7,1847785,1,1,-2.8564,-7.8112,0,1.828,14,4,2,92389200,314900.0
2,1852629,1,1,4.8318,5.2079,0,1.7329,29,30,2,92631400,242200.0
10,1858102,1,1,0.1324,-9.4816,0,1.1259,20,1,2,92905050,273650.0
3,1860978,1,1,4.6699,2.2144,0,1.7283,29,24,2,93048850,143800.0
13,1868629,1,1,-1.2389,-5.3015,0,1.4943,17,9,2,93431400,382550.0
2,1871298,1,1,-9.7058,-7.072,0,1.5675,0,5,2,93564850,133450.0
16,1878566,1,1,-8.396,-4.9586,0,1.6433,3,10,2,93928250,363400.0
1,1881950,1,1,7.2651,-8.9693,0,1.6082,34,2,2,94097450,169200.0
3,1882650,1,1,-9.6117,-6.2292,0,1.8823,0,7,2,94132450,35000.0
11,1886734,1,1,2.5577,1.5129,0,1.8,25,23,2,94336650,204200.0
14,1891880,1,1,0.744,-5.5261,0,1.3509,21,8,2,94593950,257300.0
1,1892221,1,1,-6.2803,-5.913,0,1.8712,7,8,2,94611000,17050.0
18,1894846,1,1,1.5563,-4.3962,0,1.7331,23,11,2,94742250,131250.0
17,1900952,1,1,-4.0217,0.0646,0,1.091,11,20,2,95047550,305300.0
17,1907722,1,1,-9.8428,-4.2434,0,1.6676,0,11,2,95386050,338500.0
17,1916708,1,1,-4.0995,-6.3977,0,1.8034,11,7,2,95835350,449300.0
6,1920394,1,1,2.8996,0.2073,0,1.3923,25,20,2,96019650,184300.0
12,1923680,1,1,4.5643,-4.7609,0,1.4213,29,10,2,96183950,164300.0
7,1935501,1,1,-3.8329,3.9124,0,1.8035,12,27,2,96775000,591050.0
8,1937128,1,1,-7.1572,-9.3201,0,1.9626,5,1,2,96856350,81350.0
0,1940087,1,1,-1.0754,2.7513,0,1.6742,17,25,2,97004300,147950.0
8,1950468,1,1,1.2692,-7.5827,0,1.5085,22,4,2,97523350,519050.0
16,1951576,1,1,-9.8013,5.8924,0,1.8537,0,31,2,97578750,55400.0
1,1955872,1,1,-0.9005,-8.4679,0,1.441,18,3,2,97793550,214800.0
16,1961095,1,1,-1.5553,6.382,0,1.4216,16,32,2,98054700,261150.0
9,1965565,1,1,7.0786,-8.3751,0,1.4556,34,3,2,98278200,223500.0
2,1966387,1,1,6.6586,-0.9633,0,1.9758,33,18,2,98319300,41100.0
8,1973822,1,1,-0.455,-4.0405,0,1.9271,19,11,2,98691050,371750.0
8,1976505,1,1,-9.5843,-7.407,0,1.8003,0,5,2,98825200,134150.0
17,1976516,1,1,-2.4722,-3.0794,0,1.7604,15,13,2,98825750,550.0
2,1998594,1,1,6.3386,-0.7536,0,1.3021,32,18,2,99929650,1103900.0
7,2005649,1,1,-2.5526,-9.465,0,1.8654,14,1,2,100282400,352750.0
18,2014989,1,1,-9.0517,-8.1243,0,1.5537,1,3,2,100749400,467000.0
5,2016877,1,1,0.62,-7.3139,0,1.6919,21,5,2,100843800,94400.0
18,2023653,1,1,-7.9725,1.5634,0,1.5602,4,23,2,101182600,338800.0
13,2024803,1,1,-7.3286,-5.77,0,1.3361,5,8,2,101240100,57500.0
8,2024803,1,1,-1.2843,-8.2765,0,1.2941,17,3,2,101240100,0.0
12,2025880,1,1,3.6672,-8.1208,0,1.952,27,3,2,101293950,53850.0
2,2026701,1,1,2.9847,-0.867,0,1.1047,25,18,2,101335000,41050.0
5,2028489,1,1,6.5013,1.7256,0,1.0619,33,23,2,101424400,89400.0
4,2032562,1,1,-3.0369,6.1175,0,1.7816,13,32,2,101628050,203650.0
6,2035085,1,1,4.1262,-7.4288,0,1.5314,28,5,2,101754200,126150.0
12,2042395,1,1,-3.8016,-2.9313,0,1.523,12,14,2,102119700,365500.0
0,2043515,1,1,3.3651,4.4775,0,1.2918,26,28,2,102175700,56000.0
12,2050088,1,1,5.3596,-2.6173,0,1.9195,30,14,2,102504350,328650.0
0,2059664,1,1,-4.2045,-5.7852,0,1.0909,11,8,2,102983150,478800.0
19,2062855,1,1,4.1056,-8.9313,0,1.272,28,2,2,103142700,159550.0
3,2074052,1,1,-8.5406,0.8871,0,1.727,2,21,2,103702550,559850.0
9,2087654,1,1,-4.255,-7.0138,0,1.8778,11,5,2,104382650,680100.0
2,2090161,1,1,-4.8819,3.5876,0,1.5571,10,27,2,104508000,125350.0
7,2091651,1,1,3.4039,-3.3845,0,1.1117,26,13,2,104582500,74500.0
10,2096571,1,1,-2.5582,-6.7253,0,1.8606,14,6,2,104828500,246000.0
7,2098722,1,1,6.3859,-8.6235,0,1.7646,32,2,2,104936050,107550.0
15,2106217,1,1,0.8972,-6.4595,0,1.5167,21,7,2,105310800,374750.0
17,2107235,1,1,-8.1009,-5.0754,0,1.1068,3,9,2,105361700,50900.0
16,2110195,1,1,0.8654,-9.7597,0,1.9023,21,0,2,105509700,148000.0
11,2114563,1,1,3.6477,-9.7725,0,1.9799,27,0,2,105728100,218400.0
11,2116612,1,1,2.7852,-5.431,0,1.2854,25,9,2,105830550,102450.0
15,2118892,1,1,3.6988,-6.9912,0,1.1487,27,6,2,105944550,114000.0
8,2120105,1,1,3.7359,-9.0697,0,1.9052,27,1,2,106005200,60650.0
8,2121076,1,1,4.0037,-1.427,0,1.081,28,17,2,106053750,48550.0
17,2121153,1,1,-0.6658,-4.1229,0,1.2738,18,11,2,106057600,3850.0
6,2121555,1,1,1.1977,-8.5884,0,1.0141,22,2,2,106077700,20100.0
6,2125460,1,1,4.673,0.5136,0,1.0032,29,21,2,106272950,195250.0
3,2126470,1,1,3.9099,5.9354,0,1.2848,27,31,2,106323450,50500.0
19,2128883,1,1,-8.0468,-3.8963,0,1.0233,3,12,2,106444100,120650.0
0,2130207,1,1,3.5004,-8.2237,0,1.0966,27,3,2,106510300,66200.0
7,2142420,1,1,4.5343,0.5215,0,1.6426,29,21,2,107120950,610650.0
1,2148093,1,1,-3.1265,2.8584,0,1.8233,13,25,2,107404600,283650.0
13,2151091,1,1,6.5879,2.045,0,1.758,33,24,2,107554500,149900.0
7,2161789,1,1,0.9162,-1.4387,0,1.8534,21,17,2,108089400,534900.0
10,2164085,1,1,-7.2711,-8.781,0,1.2074,5,2,2,108204200,114800.0
10,2169705,1,1,-2.2554,5.4756,0,1.1922,15,30,2,108485200,281000.0
8,2170539,1,1,2.8297,-7.3928,0,1.88,25,5,2,108526900,41700.0
4,2172267,1,1,-4.1539,3.9234,0,1.1088,11,27,2,108613300,86400.0
3,2175330,1,1,7.4821,6.459,0,1.1518,34,32,2,108766450,153150.0
6,2178991,1,1,-8.3577,2.5224,0,1.7694,3,25,2,108949500,183050.0
17,2180241,1,1,-3.8745,6.9318,0,1.2214,12,33,2,109012000,62500.0
19,2181405,1,1,1.4306,-9.9662,0,1.0109,22,0,2,109070200,58200.0
19,2181890,1,1,-3.1486,-7.7796,0,1.6976,13,4,2,109094450,24250.0
13,2187041,1,1,-6.6381,-3.9948,0,1.5321,6,12,2,109352000,257550.0
5,2188451,1,1,-8.8258,-2.3879,0,1.8278,2,15,2,109422500,70500.0
5,2191693,1,1,2.7337,-7.4712,0,1.5523,25,5,2,109584600,162100.0
5,2193252,1,1,-4.4185,-0.4509,0,1.6243,11,19,2,109662550,77950.0
4,2194396,1,1,3.7382,0.3064,0,1.9021,27,20,2,109719750,57200.0
5,2197478,1,1,0.4702,1.3581,0,1.5463,20,22,2,109873850,154100.0
13,2198751,1,1,5.6059,-6.175,0,1.1397,31,7,2,109937500,63650.0
14,2203438,1,1,1.1942,-0.8227,0,1.8929,22,18,2,110171850,234350.0
12,2217235,1,1,-4.9724,4.5274,0,1.3733,10,29,2,110861700,689850.0
5,2218845,1,1,5.8931,3.0631,0,1.4132,31,26,2,110942200,80500.0
19,2224078,1,1,1.6058,-5.0032,0,1.2525,23,9,2,111203850,261650.0
14,2226490,1,1,-4.9628,-5.2062,0,1.3989,10,9,2,111324450,120600.0
8,2230525,1,1,-7.0349,-8.6834,0,1.833,5,2,2,111526200,201750.0
0,2234419,1,1,1.9157,-2.3719,0,1.5407,23,15,2,111720900,194700.0
19,2236325,1,1,-2.9445,0.5218,0,1.6528,14,21,2,111816200,95300.0
8,2236418,1,1,4.1045,6.3591,0,1.5908,28,32,2,111820850,4650.0
0,2239539,1,1,1.59,-4.7183,0,1.8119,23,10,2,111976900,156050.0
2,2239645,1,1,1.4581,5.7003,0,1.1858,22,31,2,111982200,5300.0
9,2242337,1,1,-1.8537,-1.2581,0,1.3115,16,17,2,112116800,134600.0
10,2247770,1,1,-9.7325,-1.8643,0,1.2837,0,16,2,112388450,271650.0
17,2248766,1,1,2.5277,-9.9941,0,1.9521,25,0,2,112438250,49800.0
10,2251370,1,1,-2.5366,-3.2589,0,1.3688,14,13,2,112568450,130200.0
3,2255465,1,1,1.2363,-5.3224,0,1.2565,22,9,2,112773200,204750.0
2,2269743,1,1,-5.0704,3.432,0,1.8374,9,26,2,113487100,713900.0
6,2270470,1,1,-3.0875,-4.2861,0,1.6319,13,11,2,113523450,36350.0
6,2279279,1,1,2.0583,6.2528,0,1.1957,24,32,2,113963900,440450.0
19,2279394,1,1,-1.9301,6.8383,0,1.115,16,33,2,113969650,5750.0
18,2290639,1,1,-6.3046,-5.1938,0,1.656,7,9,2,114531900,562250.0
12,2292395,1,1,-3.6864,-2.6009,0,1.3037,12,14,2,114619700,87800.0
6,2292727,1,1,-7.8081,-4.6609,0,1.8339,4,10,2,114636300,16600.0
15,2294940,1,1,-0.1212,-3.0776,0,1.5065,19,13,2,114746950,110650.0
4,2303192,1,1,4.4686,6.8451,0,1.7412,28,33,2,115159550,412600.0
7,2304021,1,1,6.8241,-5.8603,0,1.3962,33,8,2,115201000,41450.0
5,2311120,1,1,7.934,-9.8143,0,1.02,35,0,2,115555950,354950.0
7,2315051,1,1,-5.3632,-6.678,0,1.0842,9,6,2,115752500,196550.0
15,2318673,1,1,-8.317,4.3416,0,1.7446,3,28,2,115933600,181100.0
17,2319460,1,1,-0.5459,-3.5834,0,1.6433,18,12,2,115972950,39350.0
12,2319488,1,1,-5.8081,-9.6869,0,1.2063,8,0,2,115974350,1400.0
15,2326201,1,1,-1.9675,2.1115,0,1.5097,16,24,2,116310000,335650.0
9,2327454,1,1,-5.3357,-6.7476,0,1.2175,9,6,2,116372650,62650.0
10,2328280,1,1,-1.075,-1.4618,0,1.6799,17,17,2,116413950,41300.0
15,2331303,1,1,3.257,-7.5334,0,1.3248,26,4,2,116565100,151150.0
19,2340248,1,1,-2.5417,3.1213,0,1.4771,14,26,2,117012350,447250.0
4,2343866,1,1,6.3472,-7.0603,0,1.3589,32,5,2,117193250,180900.0
18,2345027,1,1,-7.9384,-3.5129,0,1.0992,4,12,2,117251300,58050.0
10,2353007,1,1,-2.3901,-9.0666,0,1.1581,15,1,2,117650300,399000.0
15,2364299,1,1,-7.964,-5.3887,0,1.4639,4,9,2,118214900,564600.0
11,2375833,1,1,2.4174,0.6114,0,1.7933,24,21,2,118791600,576700.0
12,2378559,1,1,2.7203,2.5139,0,1.2195,25,25,2,118927900,136300.0
18,2381680,1,1,5.7253,3.0565,0,1.0812,31,26,2,119083950,156050.0
3,2393175,1,1,-6.6258,2.1755,0,1.2049,6,24,2,119658700,574750.0
16,2394101,1,1,7.1548,5.3593,0,1.2541,34,30,2,119705000,46300.0
17,2405870,1,1,-8.1768,0.003,0,1.3771,3,20,2,120293450,588450.0
1,2408942,1,1,7.575,-6.2563,0,1.7731,35,7,2,120447050,153600.0
19,2414014,1,1,1.1544,-0.9222,0,1.04,22,18,2,120700650,253600.0
9,2422718,1,1,-6.3712,-5.1377,0,1.5234,7,9,2,121135850,435200.0
5,2425705,1,1,-6.7177,6.1666,0,1.8743,6,32,2,121285200,149350.0
10,2428694,1,1,-7.7407,3.2518,0,1.4998,4,26,2,121434650,149450.0
7,2433935,1,1,1.3505,2.9395,0,1.2136,22,25,2,121696700,262050.0
1,2452152,1,1,-6.2548,-9.6544,0,1.2806,7,0,2,122607550,910850.0
3,2455768,1,1,-2.2991,-1.8522,0,1.5514,15,16,2,122788350,180800.0
3,2463298,1,1,-8.0589,2.8521,0,1.3947,3,25,2,123164850,376500.0
11,2469389,1,1,4.6209,-0.0238,0,1.9397,29,19,2,123469400,304550.0
15,2470226,1,1,-4.9349,-2.3064,0,1.7669,10,15,2,123511250,41850.0
8,2485730,1,1,-5.4007,-0.9038,0,1.4502,9,18,2,124286450,775200.0
1,2486108,1,1,6.6805,-6.5169,0,1.9796,33,6,2,124305350,18900.0
12,2491807,1,1,5.7498,-4.8441,0,1.6508,31,10,2,124590300,284950.0
7,2502966,1,1,-6.4601,-1.897,0,1.3694,7,16,2,125148250,557950.0
19,2503271,1,1,-6.4395,5.7959,0,1.1501,7,31,2,125163500,15250.0
18,2507630,1,1,-7.9818,-2.0755,0,1.8094,4,15,2,125381450,217950.0
10,2509097,1,1,3.9608,-3.2903,0,1.3368,27,13,2,125454800,73350.0
8,2511457,1,1,2.2267,-8.6249,0,1.0986,24,2,2,125572800,118000.0
19,2511775,1,1,-4.7621,5.1692,0,1.9232,10,30,2,125588700,15900.0
11,2521246,1,1,5.5269,-3.8867,0,1.5834,31,12,2,126062250,473550.0
13,2521846,1,1,1.221,-8.5669,0,1.7179,22,2,2,126092250,30000.0
2,2524934,1,1,-1.5597,-5.5012,0,1.0466,16,8,2,126246650,154400.0
13,2527444,1,1,6.8794,4.9685,0,1.4801,33,29,2,126372150,125500.0
19,2529576,1,1,-9.9108,6.2103,0,1.8524,0,32,2,126478750,106600.0
3,2529961,1,1,3.6863,-2.7764,0,1.8499,27,14,2,126498000,19250.0
14,2532578,1,1,-0.9574,-9.4124,0,1.635,18,1,2,126628850,130850.0
14,2536871,1,1,-3.7785,-9.4143,0,1.2653,12,1,2,126843500,214650.0
17,2537934,1,1,-7.3556,-0.3921,0,1.976,5,19,2,126896650,53150.0
8,2546424,1,1,4.7378,1.6454,0,1.7787,29,23,2,127321150,424500.0
3,2547384,1,1,-4.6071,4.5357,0,1.8225,10,29,2,127369150,48000.0
4,2548614,1,1,-5.735,-4.375,0,1.7866,8,11,2,127430650,61500.0
8,2551920,1,1,5.8453,-1.8781,0,1.7352,31,16,2,127595950,165300.0
1,2556872,1,1,6.4974,0.321,0,1.6459,32,20,2,127843550,247600.0
4,2574099,1,1,-3.1708,-9.5897,0,1.4073,13,0,2,128704900,861350.0
5,2576859,1,1,-0.2952,-7.443,0,1.6302,19,5,2,128842900,138000.0
16,2585543,1,1,-9.043,-1.791,0,1.6587,1,16,2,129277100,434200.0
2,2588987,1,1,-3.6407,-0.3765,0,1.3141,12,19,2,129449300,172200.0
11,2593578,1,1,-0.3763,-9.7207,0,1.0828,19,0,2,129678850,229550.0
11,2601951,1,1,-9.3264,-5.6982,0,1.221,1,8,2,130097500,418650.0
13,2607409,1,1,-4.4871,2.087,0,1.9172,11,24,2,130370400,272900.0
9,2612679,1,1,4.7205,3.3579,0,1.9817,29,26,2,130633900,263500.0
16,2626566,1,1,-6.0484,6.0138,0,1.1496,7,32,2,131328250,694350.0
16,2626965,1,1,-5.1192,0.2215,0,1.4428,9,20,2,131348200,19950.0
9,2627956,1,1,-4.9525,-4.8317,0,1.3875,10,10,2,131397750,49550.0
19,2629207,1,1,3.3722,-4.4243,0,1.5471,26,11,2,131460300,62550.0
8,2632757,1,1,-7.5094,3.9844,0,1.3961,4,27,2,131637800,177500.0
12,2634640,1,1,4.0361,-1.7978,0,1.1565,28,16,2,131731950,94150.0
15,2635385,1,1,-3.3897,-7.1408,0,1.1792,13,5,2,131769200,37250.0
3,2645861,1,1,1.9971,-3.88,0,1.9118,23,12,2,132293000,523800.0
6,2650080,1,1,2.2958,-4.7827,0,1.4555,24,10,2,132503950,210950.0
0,2656053,1,1,-1.5829,-3.642,0,1.9699,16,12,2,132802600,298650.0
17,2658775,1,1,3.6508,1.3525,0,1.45,27,22,2,132938700,136100.0
10,2668416,1,1,7.6451,-8.9428,0,1.9083,35,2,2,133420750,482050.0
16,2668799,1,1,5.3753,3.2901,0,1.9599,30,26,2,133439900,19150.0
9,2674871,1,1,6.1169,-6.77,0,1.2215,32,6,2,133743500,303600.0
15,2678298,1,1,7.2265,0.0272,0,1.3097,34,20,2,133914850,171350.0
11,2679860,1,1,-9.5464,-2.7736,0,1.457,0,14,2,133992950,78100.0
5,2680571,1,1,3.0282,-4.6834,0,1.8451,26,10,2,134028500,35550.0
10,2689076,1,1,4.6308,-8.3216,0,1.4016,29,3,2,134453750,425250.0
7,2700026,1,1,4.1574,-1.8071,0,1.599,28,16,2,135001250,547500.0
11,2703114,1,1,7.0827,3.7041,0,1.2434,34,27,2,135155650,154400.0
7,2703720,1,1,-7.1999,-2.7044,0,1.0255,5,14,2,135185950,30300.0
5,2704583,1,1,1.3832,-0.7127,0,1.8657,22,18,2,135229100,43150.0
18,2708553,1,1,-3.5699,5.6363,0,1.2651,12,31,2,135427600,198500.0
5,2714000,1,1,-4.3003,-5.0169,0,1.6822,11,9,2,135699950,272350.0
0,2716635,1,1,3.1727,-2.5323,0,1.567,26,14,2,135831700,131750.0
3,2719885,1,1,-0.2109,-7.3871,0,1.3863,19,5,2,135994200,162500.0
17,2722218,1,1,-2.5338,2.1945,0,1.0535,14,24,2,136110850,116650.0
16,2724085,1,1,1.1675,-0.2614,0,1.042,22,19,2,136204200,93350.0
7,2735032,1,1,5.4231,0.0544,0,1.1691,30,20,2,136751550,547350.0
7,2738790,1,1,-3.9907,-3.3994,0,1.7899,12,13,2,136939450,187900.0
10,2741136,1,1,-7.5677,5.5083,0,1.5027,4,31,2,137056750,117300.0
3,2744221,1,1,2.5587,-4.9383,0,1.3644,25,10,2,137211000,154250.0
6,2750652,1,1,-0.1326,4.9076,0,1.6598,19,29,2,137532550,321550.0
18,2751091,1,1,2.4215,1.3366,0,1.5955,24,22,2,137554500,21950.0
18,2752212,1,1,-5.6544,6.9997,0,1.5832,8,33,2,137610550,56050.0
10,2753968,1,1,-2.5367,6.0306,0,1.4938,14,32,2,137698350,87800.0
17,2757648,1,1,-3.371,-6.4974,0,1.9263,13,7,2,137882350,184000.0
0,2763066,1,1,0.217,-3.3468,0,1.4583,20,13,2,138153250,270900.0
4,2763126,1,1,5.8737,-3.3585,0,1.5541,31,13,2,138156250,3000.0
8,2775961,1,1,-6.3133,-9.0296,0,1.5408,7,1,2,138798000,641750.0
4,2790424,1,1,7.2068,6.2067,0,1.2189,34,32,2,139521150,723150.0
0,2796603,1,1,-0.3334,-2.2483,0,1.3882,19,15,2,139830100,308950.0
3,2802855,1,1,-9.3997,1.758,0,1.3519,1,23,2,140142700,312600.0
17,2807117,1,1,-9.7263,1.9477,0,1.2497,0,23,2,140355800,213100.0
19,2807639,1,1,-4.0491,4.2754,0,1.2199,11,28,2,140381900,26100.0
14,2808698,1,1,-9.979,-7.3561,0,1.8147,0,5,2,140434850,52950.0
14,2818557,1,1,-4.296,3.2676,0,1.2697,11,26,2,140927800,492950.0
11,2818841,1,1,-0.6547,3.2122,0,1.0018,18,26,2,140942000,14200.0
0,2822729,1,1,-3.5552,3.3912,0,1.319,12,26,2,141136400,194400.0
18,2834476,1,1,0.1046,4.3801,0,1.2232,20,28,2,141723750,587350.0
7,2835886,1,1,-9.5277,-8.8493,0,1.7867,0,2,2,141794250,70500.0
4,2839338,1,1,-2.9584,-9.9737,0,1.735,14,0,2,141966850,172600.0
18,2840392,1,1,4.0808,2.7784,0,1.5228,28,25,2,142019550,52700.0
